,latitude,longitude,code,mwra,p.android.packageinstaller,p.system,p.android.externalstorage,p.android.documentsui,p.android.gm,p.android.settings,p.android.chrome,p.olauncher,p.inputmethod.latin,p.android.gms,p.android.defcontainer,p.android.vending,p.dogalize,p.simulator,p.google,p.process.gapps,p.katana,p.gms.persistent,p.notifier,p.browser.provider,c.katana,c.dogalize,c.android.gm,c.android.chrome,c.android.youtube,c.UCMobile.intl,c.updateassist,c.UCMobile.x86,c.android.vending,c.raider,continent,day,hour,minute
2428,41.92361,20.91361,MK,0.0,10.63803,9.78429,10.96002,14.70881,10.58705,11.57922,3.68082,0.39032,47.98154,65.68719,22.94466,98.98165,12.24654,30.90184,37.47564,51.82242,58.1186,92.83117,78.5329,0.57217,14.51695,13.70336,9.71783,14.22145,11.83322,53.68235,40.33375,56.33877,49.84227,39.32434,3,7,2,28
13881,46.32313,-0.45877,FR,0.0,9.82916,12.46025,13.46839,14.10542,11.17211,11.17146,8.19445,0.30333,82.83731,57.51035,87.21361,52.97,83.72695,59.35554,70.49763,87.81788,77.32259,3.73245,4.90284,17.26292,14.26447,11.24436,6.13627,11.95505,15.72148,61.43345,43.62394,37.34614,29.07314,46.67335,3,15,1,21
6054,52.59319,13.32127,DE,1.0,11.20862,7.94952,8.14668,5.77429,7.80842,6.39552,10.43007,0.02289,55.15558,74.0481,30.91782,36.21644,72.89694,66.59641,46.53898,43.42857,91.4914,1.30421,92.98086,83.54966,11.66876,13.99009,14.81053,13.32549,13.11647,59.56649,54.2932,50.12498,55.73689,81.39384,3,9,14,54
903,-22.92306,-53.13722,BR,1.0,9.5738,6.89565,6.32772,14.75468,15.39669,7.31945,16.04299,0.01449,59.73516,50.10884,71.03022,70.12042,37.03223,63.5032,91.28389,51.74542,16.79511,5.48587,57.05904,26.87507,11.21058,10.26452,13.49235,8.75066,7.36954,57.71205,59.38129,40.07561,55.02055,16.76672,2,6,1,3
13986,-22.97056,-46.99583,BR,0.0,10.6377,15.21496,13.52426,7.68932,8.20086,10.91608,9.63347,1.81545,51.5019,43.93949,80.73228,19.54158,97.17989,78.67656,3.09884,76.65073,59.03721,53.18087,57.96988,56.50777,16.05414,12.45811,17.95099,10.49032,13.81598,58.3408,54.0129,69.12395,4.34362,64.80008,2,15,3,6
8026,55.62047,37.49338,RU,1.0,7.17039,8.19199,7.83051,11.87826,14.15545,11.42603,13.70065,0.04789,53.63174,63.63861,23.41255,58.27592,85.74443,53.98439,8.37718,38.74514,17.58923,94.97361,85.28627,56.40283,12.41691,11.09164,12.55277,8.67388,9.59264,68.15825,61.19231,75.07711,15.33169,99.95013,3,10,23,46
11987,53.16167,6.76111,NL,0.0,10.19244,13.99808,11.37024,5.99157,9.28098,14.10936,7.10779,1.72991,70.00109,55.6828,34.22388,66.24219,65.46541,94.99275,38.03656,94.6221,34.85975,13.50749,62.95796,77.77626,16.00581,8.09599,13.37324,14.28949,10.71839,59.7105,61.15107,63.69677,13.47425,10.02962,3,13,17,47
11083,9.92787,-84.13722,CR,0.0,10.74319,11.6818,12.80629,12.2784,8.36883,13.97757,7.58637,0.00402,60.55804,62.5405,70.30824,65.82762,57.21458,93.87095,84.02348,65.21462,15.84662,54.06759,17.67595,13.96165,9.94391,8.41967,9.90481,15.36493,11.0406,76.97042,42.00601,40.60576,33.82235,24.56337,2,13,2,43
8296,57.14369,-2.09814,GB,1.0,15.16157,8.94139,6.44631,10.74183,14.42073,12.32417,11.57443,0.05723,56.28726,54.73294,56.46281,19.00349,16.02293,76.92643,35.92323,10.70051,78.43171,80.9008,38.23569,66.37377,12.59664,14.78661,11.05629,13.74173,13.77408,55.19727,47.0046,50.00137,86.11506,30.94861,3,11,4,16
1947,15.73628,75.96976,IN,0.0,8.87283,9.80264,12.3383,13.97769,7.84194,12.12623,8.04292,0.01477,63.66402,53.74955,3.52933,73.18069,12.06838,37.56452,22.35788,91.59277,2.82508,83.26229,94.55239,84.27274,11.24628,12.81312,8.87196,11.37506,12.14888,69.74545,59.3027,36.66609,32.50347,59.91046,1,6,18,27
2672,-7.51611,109.05389,ID,1.0,11.58896,9.06656,8.76754,8.30435,12.68274,9.37065,11.92831,1.00893,38.56129,64.53077,6.17555,43.88596,77.67798,15.02789,89.41418,2.1231,4.55128,24.23964,1.87092,36.84006,15.46653,13.10269,15.31914,10.82661,11.82182,50.94241,51.24255,61.5529,4.08773,78.093,1,7,6,32
8781,59.80917,30.38167,RU,0.0,8.20009,9.4629,13.16821,12.4535,7.58567,13.53909,10.5795,0.00635,80.42906,61.96257,9.16911,70.17267,43.15761,16.41678,78.53127,54.13794,5.76618,30.17158,98.36399,99.37337,10.3574,10.70073,8.08529,13.67678,10.33105,63.99852,35.80235,47.36078,31.40744,91.451,3,11,12,21
1853,7.50251,5.06258,NG,1.0,9.22695,7.05157,9.90425,11.15975,13.71763,10.75403,10.97222,2.85895,44.28746,46.90495,2.23201,26.45477,95.28701,44.9269,9.3163,3.34123,32.01929,17.48297,40.98733,83.8006,16.50825,8.22282,14.29859,9.54691,10.99054,51.52609,52.68677,58.62682,22.04636,75.8806,4,6,16,53
11127,43.86682,-79.2663,CA,1.0,12.83186,9.94019,9.14942,9.21412,14.78941,9.50496,7.89236,0.08771,55.83538,60.90621,6.96425,64.50955,26.62347,33.62582,75.28637,71.04448,5.68825,26.88443,73.00728,68.19992,13.02363,16.10993,13.00102,14.56684,13.50995,54.83964,47.30184,50.24415,58.11746,60.59134,2,13,3,27
9498,-0.35817,42.54536,SO,0.0,10.16938,9.23494,13.12431,13.20793,8.56905,11.30431,8.63988,0.14255,80.96365,46.46192,35.03737,86.87319,68.56404,64.6496,13.27831,71.7818,54.51192,19.07492,30.74241,0.86949,13.51019,14.50078,12.93406,13.8009,15.03986,52.45565,49.98726,59.83303,43.95153,89.64756,4,12,0,18
8713,-20.25333,-43.80139,BR,1.0,9.46449,8.76822,8.40425,9.74177,12.81129,8.09153,10.02182,0.10543,52.13148,81.89591,40.55077,86.35127,97.17853,43.81208,20.81619,8.16977,62.67082,92.21151,37.92812,17.0453,13.20734,10.07501,12.68312,11.82233,10.0971,48.1034,42.89331,37.64403,16.36743,61.2996,2,11,11,13
5046,24.28859,116.11768,CN,0.0,8.31179,12.21173,12.80564,5.36249,5.84156,12.72318,6.69348,0.27828,78.59311,39.45805,70.6569,77.39598,39.15633,26.6758,16.54461,80.24717,24.86803,3.10342,40.55833,28.80594,14.17818,3.97207,13.28032,12.72116,10.38453,52.48526,68.95657,26.66433,53.16777,84.19541,1,8,22,6
11648,50.598427,13.610242,CZ,1.0,7.88278,12.94778,9.24587,13.3605,14.40862,6.66306,9.14463,0.22398,67.40708,48.19491,13.01448,93.79452,21.74908,39.67387,75.29013,83.62543,40.35842,77.79013,12.1428,43.51695,13.96107,14.30899,11.84589,5.90255,4.59313,79.73115,66.26764,41.19019,97.78755,31.79945,3,13,12,8
9976,4.73245,-74.26419,CO,0.0,14.1071,14.33846,10.35425,10.1039,12.60337,13.7558,7.08522,0.08574,65.25458,73.31149,29.5607,79.25504,83.80317,84.82316,21.57261,7.53478,42.24719,44.12942,72.51163,61.3636,13.00081,12.72873,10.143,13.6678,12.78368,62.65176,59.08798,36.04041,86.66008,43.83119,2,12,8,16
13371,36.21544,65.93249,AF,0.0,6.74549,9.58417,15.49906,9.40925,11.3197,14.66134,13.31847,0.01211,53.12797,45.95058,14.25968,67.44837,4.19717,40.02316,4.21609,83.52487,18.10293,47.77057,65.36902,41.38014,11.03288,10.93807,9.67774,14.71315,12.00762,60.39315,65.68491,58.03824,58.70322,54.62233,1,14,16,51
7968,49.5099,6.74549,DE,1.0,14.19764,8.44902,10.98893,10.32553,12.36472,10.91707,10.31603,0.52952,49.36509,33.66462,0.99922,88.99327,33.54731,61.84617,64.3771,38.39273,52.61739,84.13023,97.38095,80.89472,14.8216,10.993,11.22995,12.87626,12.88361,58.56521,36.34309,67.6004,56.55935,19.06679,3,10,22,48
9772,35.06544,1.04945,DZ,1.0,11.90717,8.11689,7.74936,13.52067,14.97669,11.25333,13.13346,0.31984,45.82276,47.10832,24.02125,3.94024,71.67642,88.11811,50.21193,66.08622,12.21916,94.14031,92.13851,77.77751,14.3171,9.6605,17.32335,9.56325,8.60128,59.5226,57.30721,63.11962,50.1417,89.15776,4,12,4,52
2755,-17.83333,48.41667,MG,1.0,12.67732,8.81453,9.34005,11.18359,13.598,10.45118,8.36514,0.05112,79.38194,44.81669,8.2677,54.86898,0.0604,59.11397,37.24954,76.99229,80.57955,89.81829,17.69998,75.70001,12.48332,11.14813,11.93646,13.61211,12.89032,69.75454,54.55024,68.64401,93.42124,67.32447,6,7,7,55
6362,49.5099,6.74549,DE,0.0,10.58209,13.32548,12.82888,8.90853,11.56922,13.56645,8.61167,0.09331,72.9295,47.08981,19.441,79.34925,89.887,17.15669,74.23927,58.07366,73.07006,36.81608,56.34423,2.68949,13.08556,9.44248,9.89021,13.8058,12.23441,66.92936,71.18041,56.47735,97.63027,22.63652,3,9,20,2
888,35.20889,111.73861,CN,1.0,9.80359,12.64805,11.10525,8.38527,14.28674,14.45903,9.60944,0.05204,27.06155,47.96988,5.56206,54.72406,9.77267,20.0628,77.23875,37.85514,96.12729,9.55624,10.35323,70.16206,12.50106,9.69333,14.94714,7.36562,11.94412,63.59377,39.03621,57.044,87.61687,75.41001,1,6,0,48
941,45.53069,9.40531,IT,1.0,8.07419,8.64902,8.63478,13.47182,11.40129,7.45781,12.55146,0.09484,33.4239,54.55043,92.48613,31.97464,74.92103,40.02092,16.38328,21.80986,98.57004,64.53037,60.18748,77.58642,13.09983,7.97132,10.9413,10.18808,9.97478,60.30318,52.85236,27.01918,87.98035,30.67285,3,6,1,41
8475,49.593777,17.250879,CZ,0.0,11.67602,6.44996,11.89822,12.9563,5.99883,13.97694,8.66402,0.0065,39.51046,52.94248,3.50654,75.70659,29.48628,55.8125,76.73383,64.71417,94.47253,37.34526,86.94505,26.99657,10.40705,15.20754,10.33588,11.63407,10.26196,54.82198,50.68032,41.63298,55.77285,80.65871,3,11,7,15
5504,18.57677,-72.22625,HT,1.0,9.12488,8.2478,6.61948,15.12489,10.83262,8.61465,12.59164,0.19742,24.0419,63.31181,87.16604,71.08795,77.09994,61.69292,56.77611,87.28723,19.15068,64.77557,99.58971,72.15317,13.8361,9.91203,12.22977,10.55312,10.21227,73.36617,64.9085,27.93493,68.46531,49.24579,2,9,5,44
5699,51.65,-0.2,GB,1.0,11.95982,8.63125,10.40805,12.06287,11.59755,7.71379,12.83153,0.02233,54.46277,48.6724,53.87303,11.73506,30.21339,24.65311,2.86907,55.61358,47.8664,68.03712,1.99026,65.69003,11.65338,7.08039,12.68872,10.01259,8.33099,52.65536,54.09176,54.5648,17.11049,82.3094,3,9,8,59
13060,37.73222,115.70111,CN,1.0,12.3076,10.28238,9.26129,11.40822,16.3707,10.01626,5.84995,0.36289,42.5921,40.28179,11.65306,43.5184,34.89742,60.39233,20.3106,47.07285,19.29658,83.35983,64.57486,14.61694,14.44396,11.89178,13.29734,14.02067,11.80637,62.1947,48.40205,44.74057,48.71388,86.77238,1,14,11,40
14148,3.8801,-77.03116,CO,0.0,8.11801,12.91031,8.34745,15.62995,10.3867,6.23905,12.82574,0.05992,38.32869,75.63593,40.56708,41.29652,51.33551,42.90343,28.73709,21.95508,48.38362,66.37027,95.47917,61.17136,12.63933,10.65534,11.22351,11.31391,7.23148,79.66769,39.72675,45.1145,32.34888,80.45686,2,15,5,48
8754,7.50251,5.06258,NG,1.0,15.13423,8.54653,8.95634,5.08852,13.10762,7.31468,12.81087,0.0098,63.60361,45.5224,34.64109,59.59951,41.9229,50.53182,58.24309,18.47119,7.18761,72.87357,50.94913,21.22539,10.79838,12.40015,13.25305,12.99951,15.94093,62.03387,42.75691,33.51524,80.53495,26.13484,4,11,11,54
2036,-20.25333,-43.80139,BR,1.0,12.62579,10.43829,10.43519,13.88302,11.36054,10.84447,7.09413,0.809,50.75336,46.10942,7.29029,1.60941,31.6617,61.15537,14.17507,23.83663,87.52225,52.12599,53.16695,78.96583,15.24585,13.03819,9.66249,16.45354,15.65356,62.00758,58.84977,50.22389,56.52963,7.67893,2,6,19,56
6706,0.51667,101.44167,ID,1.0,10.42708,12.48254,10.42534,5.11343,9.60015,8.08305,8.1998,0.01725,65.71098,58.14258,50.77519,28.15068,24.37163,69.72255,24.75569,5.47095,19.3309,74.03224,6.7958,65.51331,11.38818,14.81265,14.20641,12.30016,11.19717,31.76461,53.78333,67.34702,70.45327,72.29444,1,10,1,46
12853,50.5107,18.30056,PL,1.0,15.57209,8.46012,9.43385,9.81767,13.05541,9.31903,5.12991,0.03774,30.96438,69.3185,91.76042,12.2792,98.21981,2.45614,70.96995,54.15122,76.47992,70.15869,94.22743,62.84555,12.1779,16.34684,13.73461,14.79516,15.27681,34.68974,75.84524,43.43188,0.6428,75.85221,3,14,8,13
10003,26.67319,31.4976,EG,0.0,5.99269,11.34869,15.61268,9.36778,8.97081,14.00395,11.89888,0.00975,47.16773,49.90235,66.1636,6.96885,54.63975,53.3174,4.99944,76.33617,15.67861,47.51349,51.52352,61.59722,10.80937,6.67879,14.16398,12.84691,15.18431,43.72913,49.10704,33.18351,94.89445,71.4667,4,12,8,43
11126,44.59445,11.04979,IT,0.0,12.0252,10.11625,10.36613,8.89022,13.21384,7.6969,7.82747,0.13768,48.94601,26.27864,66.98056,83.25089,52.02151,56.45256,91.06207,75.04793,77.85574,70.41782,88.52585,12.73494,13.47525,9.24115,12.8951,12.43623,11.85575,33.27382,35.38722,36.89011,26.8164,92.91506,3,13,3,26
2115,51.24197,4.82313,BE,0.0,9.72581,10.26684,13.00887,12.07453,8.98751,10.31313,8.79903,0.10435,80.84503,47.62481,70.84135,25.50927,17.46799,19.68272,60.37639,44.03719,1.07474,73.31099,83.55196,35.8548,13.19617,11.43843,10.59527,14.47829,14.09693,65.18066,70.44429,56.29641,6.58137,67.65985,3,6,21,15
12728,25.92493,73.66633,IN,0.0,4.62128,8.98176,13.65718,10.59938,11.38102,13.63503,9.9763,0.42954,62.46686,36.99598,40.08782,50.87175,20.80908,96.76482,9.26068,7.92632,23.70905,89.25847,23.47355,74.56278,14.61264,10.26512,8.56653,15.17667,11.40134,72.62491,42.52808,40.83464,58.00715,75.79213,1,14,6,8
8138,48.43174,17.8031,SK,0.0,11.58228,7.49806,9.55021,11.16506,15.04672,7.41113,8.50536,0.30911,53.62662,46.72759,52.7605,97.82448,15.29316,77.18635,73.25786,30.95663,56.73044,32.56644,44.41387,13.24771,14.28363,13.97041,13.95071,12.30489,12.43661,72.19287,67.16701,34.57983,56.02298,46.92757,3,11,1,38
14778,18.51957,73.85535,IN,1.0,8.9057,7.77761,8.65425,12.70928,14.9655,8.12103,13.55813,0.01676,65.44838,60.48131,15.06003,87.57694,30.58501,30.90236,86.38908,97.87388,94.23888,15.83424,10.17381,3.47471,11.36077,8.18189,13.99612,7.7349,7.5114,75.39651,76.03095,69.49418,35.83404,59.63859,1,15,16,18
5050,39.22493,42.85693,TR,0.0,10.25743,11.84258,11.46542,11.38283,11.00172,12.99864,8.59206,0.40114,31.44561,42.67299,56.17489,1.13215,68.75737,37.83418,22.89931,22.56638,35.08814,92.05368,15.36211,17.18516,14.54398,8.89944,11.70107,11.5805,12.45225,52.7096,53.2494,43.40992,5.41734,86.84431,3,8,22,10
10353,64.5635,39.8302,RU,1.0,3.84386,8.00483,11.84392,11.38693,11.55411,11.77819,12.28449,0.79212,79.5839,40.56333,22.68864,18.05052,67.08931,63.12613,71.26801,21.56181,59.2853,12.75472,97.33488,39.13066,15.22479,7.73716,8.71969,8.76942,11.89288,56.72062,45.83756,52.85505,71.97916,10.95245,3,12,14,33
5640,10.66668,-61.51889,TT,0.0,9.40791,13.62076,15.41691,7.17487,7.42695,10.97175,9.20599,0.0086,57.63926,56.79277,61.94768,3.78091,81.66101,62.01626,3.90179,17.99555,65.12884,72.7973,9.48388,40.07967,10.68758,10.60539,11.48025,12.02471,12.94086,69.27164,65.37433,43.91039,15.66753,3.48635,2,9,8,0
4124,3.8801,-77.03116,CO,1.0,9.71923,9.29688,8.00227,14.58409,15.23572,6.34193,12.1873,0.0881,52.60505,53.78881,53.46168,72.01257,86.91435,57.76319,14.81313,38.35367,38.31988,87.7817,90.85455,11.16332,13.0276,10.76791,13.56295,7.32158,6.55847,63.14309,46.82386,59.24754,69.84395,39.31798,2,8,6,44
6297,41.77583,140.73667,JP,1.0,15.23227,9.51947,6.83456,11.85054,18.50434,10.67324,9.91635,0.07035,52.91415,62.01079,43.43508,47.24073,3.68007,55.93292,46.98234,38.42478,94.33517,79.02776,65.88637,32.71946,12.80277,11.74545,11.89039,12.8471,14.17956,65.48716,61.06265,31.84392,65.0887,4.0467,1,9,18,57
3743,-33.88096,151.07986,AU,0.0,10.65193,14.62225,13.54732,8.75946,10.78952,13.84044,10.10661,0.02836,51.86759,39.77205,34.05951,6.13128,7.64155,53.4555,19.00867,88.83188,42.26981,10.1984,51.74457,11.8041,11.89533,11.14409,13.25122,14.20246,14.54092,56.0169,46.30948,63.57142,16.61222,41.55121,5,8,0,23
11446,51.39148,-0.29825,GB,1.0,11.4465,8.98993,7.79426,15.13938,10.79164,3.26188,13.5522,0.02045,16.368,54.25333,92.23627,68.68788,67.60781,91.97289,13.28716,66.74916,65.88534,0.86959,11.87649,94.21523,11.55844,9.51809,11.21211,10.78606,8.19446,47.22467,55.89677,63.26802,44.46779,98.95286,3,13,8,46
1968,7.65649,4.92235,NG,0.0,10.9514,7.70973,14.23511,13.96673,7.93705,11.23358,7.15399,1.841,51.40908,67.08858,86.46501,66.8636,46.26592,99.38818,35.98078,15.1915,11.80268,52.84598,8.05328,53.60587,16.06802,12.82116,8.33251,11.93338,15.52355,53.74264,40.29814,32.8084,40.14588,75.60314,4,6,18,48
1646,39.00622,-77.4286,US,1.0,6.53832,10.76706,11.18284,11.99681,13.20983,8.82619,13.52809,0.15003,40.78844,60.21995,95.57003,41.9472,73.12915,45.02614,20.86777,40.9374,75.37482,33.36127,64.62243,70.81308,13.56126,9.06307,11.30009,9.67226,8.92498,69.74984,34.24475,52.24616,94.2096,95.4074,2,6,13,26
2052,26.67319,31.4976,EG,1.0,10.57632,10.93315,8.33309,5.36067,9.54971,9.8164,12.54366,0.28532,38.54817,26.58713,33.19589,10.39363,13.70689,3.72536,49.92395,67.36869,0.0277,4.50495,88.16519,48.82402,14.20303,15.1499,13.77071,12.14372,10.34328,54.71622,63.12961,58.59226,45.24902,50.56429,4,6,20,12
5306,23.1959,86.51499,IN,1.0,17.11465,9.23495,8.7537,7.464,13.14139,11.8762,11.62485,0.04951,38.86256,60.30501,89.61891,2.69746,19.79139,6.69762,44.15262,18.46797,27.74697,0.42201,42.81437,96.62988,12.44727,15.14255,13.78004,12.27071,15.6559,63.0872,48.51569,62.66743,62.41256,24.29776,1,9,2,26
663,34.31,-2.16,MA,1.0,12.61044,10.13595,8.74931,9.61294,14.38446,8.59966,8.7993,0.038,72.80635,38.87388,11.96701,28.70765,25.09052,31.36523,31.43101,69.06526,97.17931,55.0793,1.69008,69.21235,12.18335,12.89833,15.87159,10.72421,12.78536,66.1352,35.94774,32.90151,80.78047,7.91763,4,5,21,3
14862,43.48961,-8.2194,ES,1.0,5.75544,7.49497,7.61929,13.81816,12.95265,10.07791,12.62263,0.38602,37.05878,55.52467,53.43157,97.6085,19.1047,84.8697,89.72093,59.92558,71.76098,24.65536,28.62292,90.3078,14.50562,8.3472,11.00215,9.06335,11.5801,56.15254,45.15497,46.36933,70.88393,13.45575,3,15,17,42
838,33.35283,-111.78903,US,0.0,8.11277,12.72678,11.07745,11.16629,10.24163,12.43219,8.99565,0.07091,60.8016,55.06997,47.90569,30.49743,13.15598,54.29601,1.95612,51.13071,94.09049,85.38361,19.83992,16.17996,12.80978,9.22484,11.51211,12.13264,11.58519,75.01005,64.16088,65.9911,23.62608,86.00937,2,5,23,58
8840,-7.0981,109.3243,ID,1.0,14.44049,9.93458,6.37064,13.93699,16.42796,13.44464,7.90989,0.11834,61.94297,53.79611,36.16235,63.8962,24.12046,79.04867,78.16956,96.79177,48.59047,15.8113,96.65669,52.44385,13.32248,15.18222,10.92566,15.67534,12.87865,65.47656,40.50688,56.75982,65.34333,72.07519,1,11,13,20
10875,40.65538,-74.38987,US,0.0,8.78577,8.69741,12.42098,12.72841,10.48628,13.53469,9.1937,0.06004,54.71722,62.40844,27.26332,83.14422,42.84655,2.77748,42.94634,32.80676,80.66873,23.67366,89.04425,84.76489,12.64359,12.50721,7.94411,13.89878,12.93805,75.49749,48.59151,58.48934,20.64822,60.07758,2,12,23,15
8812,-8.66667,-35.71667,BR,1.0,12.45911,6.12005,10.3643,12.64017,13.95429,8.62524,10.95017,0.07876,59.53751,58.37834,47.06957,73.12129,87.31321,9.50234,24.41834,90.0031,65.3337,14.40623,77.72477,41.47872,12.91479,9.1055,12.60221,10.19975,13.08044,45.81752,64.0053,55.00832,16.42281,51.53452,2,11,12,52
7920,-6.8,39.25,TZ,1.0,6.59359,13.84916,7.65929,17.44636,10.15666,3.71717,11.04282,0.52453,38.97001,50.22961,53.45153,13.60749,80.62151,87.24545,81.95064,64.55384,82.11506,97.11337,30.77834,51.94952,14.81266,11.64237,10.67361,10.964,6.19029,47.20882,54.93397,55.75101,24.44599,68.57142,4,10,22,0
8879,12.35275,121.06761,PH,1.0,16.29203,7.6813,9.38459,8.53191,16.57356,8.54674,9.88604,0.26405,36.4557,46.67239,21.44545,66.86182,74.44653,23.27261,76.04636,73.50383,17.95867,47.13087,8.71629,46.73641,14.12563,14.17661,15.85348,13.85807,16.82081,66.22529,64.33527,53.88685,97.24502,81.90281,1,11,13,59
14376,39.96097,-75.60804,US,1.0,14.64941,9.41541,9.46419,8.0148,13.19453,9.22708,8.09636,0.01016,26.9396,48.57289,64.27917,64.00371,7.28414,54.97232,14.19844,26.08342,70.30109,49.9179,45.25183,25.08232,10.85517,15.31253,12.62341,14.23391,14.88415,54.85769,74.49358,45.90279,76.49951,84.87972,2,15,9,36
11314,4.96667,10.7,CM,1.0,10.57809,10.10037,7.66277,7.67711,14.0893,7.93293,13.153,0.01406,91.68134,54.96686,5.88376,20.3106,15.64295,92.80606,73.69582,2.12868,73.85657,87.30149,77.11304,91.96173,11.18127,12.35588,9.34236,14.18124,12.22327,59.72108,51.59226,53.64192,59.57071,30.97503,4,13,6,34
14947,50.86079,17.4674,PL,1.0,8.58835,7.33279,8.16026,12.13442,16.07893,11.50022,15.39981,0.00514,36.12433,45.58214,3.4035,45.50488,15.16305,51.28351,86.12896,36.86674,63.20402,27.43763,68.03898,98.67836,10.13725,9.32008,13.93265,7.0184,8.71988,66.61451,69.17395,46.20471,55.94501,78.15514,3,15,19,7
14747,13.44581,101.18445,TH,1.0,8.29481,9.83493,9.28373,11.73196,15.7217,9.40164,13.4386,0.02453,44.94958,36.77577,80.2168,90.6624,72.54153,74.89568,85.84654,61.56216,1.41987,34.59282,27.01576,60.53287,11.74285,9.96205,12.60072,7.10357,9.84556,51.87957,54.08719,30.99251,7.15595,68.40394,1,15,15,47
7109,-6.25,38.66667,TZ,1.0,12.78285,7.08932,10.56912,10.88451,13.12906,8.21115,9.67227,1.70816,49.25743,69.94865,13.62328,94.09633,80.43526,17.75551,29.10687,12.81494,75.17365,67.37377,15.53304,70.9321,15.99324,11.61559,13.86008,9.37576,12.07431,62.61018,47.82645,52.61113,3.33207,73.47915,4,10,8,29
6544,53.6052,10.03988,DE,1.0,12.83455,9.98118,8.4089,6.47463,12.08035,9.20493,9.73514,0.06129,43.24398,68.14692,32.94623,92.28175,6.30495,35.86579,82.11042,74.59859,54.81178,79.11624,14.37053,36.90076,12.66205,14.10084,14.54518,12.52433,12.68772,70.28781,50.69615,58.10072,63.33871,46.419,3,9,23,4
14327,39.00622,-77.4286,US,0.0,12.68112,13.9645,12.45421,8.73628,10.02345,13.33034,7.98029,0.05624,46.55489,38.68792,84.88408,80.09495,5.23553,29.73654,42.60065,24.35798,6.81438,44.3207,8.7123,50.03488,12.57855,10.90137,11.01446,14.93455,12.54997,53.93406,62.44378,49.8785,85.12491,69.71659,2,15,8,47
14288,31.76212,-95.63079,US,1.0,8.85929,7.25055,12.15787,8.38528,11.82225,12.3895,15.59229,0.01157,59.60717,49.68467,34.95303,21.5838,38.01889,4.89651,65.16918,51.05587,2.71876,43.79109,38.62902,0.47459,10.99994,7.00628,10.53917,10.70489,12.09511,52.59408,55.27835,64.19416,37.13084,60.98178,2,15,8,8
12604,32.54278,111.50861,CN,0.0,11.05636,10.60268,11.80262,15.09271,12.78408,9.64404,8.59855,0.60709,51.47838,58.86546,31.863,28.54964,81.74604,14.25886,14.41781,72.51146,15.52331,76.59636,83.59738,47.60617,14.95845,12.79658,8.22128,15.40305,17.51065,47.30621,76.0764,52.18187,95.54205,56.47528,1,14,4,4
12552,51.65,-0.2,GB,0.0,12.20355,14.60753,10.49529,7.54402,9.67801,10.65313,7.72139,0.20717,58.69396,58.98425,54.88257,30.28631,62.38879,14.03254,10.34244,32.55519,10.89535,9.90771,55.41879,83.82233,13.88324,11.43927,11.97128,11.45569,12.79198,64.66484,71.88063,50.53859,57.57898,22.49803,3,14,3,12
12522,23.02677,113.13148,CN,1.0,11.65027,8.83767,8.35347,9.38239,11.44021,10.30171,11.30083,0.04856,65.06483,49.09162,90.18514,85.65112,85.55836,15.75689,75.70804,44.03054,59.47624,92.98579,16.58192,41.08014,12.43059,11.21114,14.81822,9.464,11.04919,68.34658,60.59744,52.90059,12.20597,1.84867,1,14,2,42
6601,56.03361,35.96944,RU,0.0,9.38666,13.65874,13.39561,6.72429,9.03532,13.18414,8.91106,0.02482,33.15986,67.77097,15.21799,54.89063,46.15192,46.12228,79.8549,46.45812,57.74888,91.34799,54.78711,44.45189,11.7576,8.15709,11.16779,14.21459,12.82054,54.59267,49.73388,50.64305,80.82586,40.32452,3,10,0,1
1082,53.37596,51.3452,RU,1.0,12.92305,12.0596,11.51642,7.71632,13.60775,9.47939,5.15379,0.36147,54.2135,64.09972,46.00494,22.81361,77.26325,57.26428,3.77409,86.56815,69.18971,94.86763,13.60267,14.13039,14.44014,16.68877,13.47567,14.71048,12.62038,33.70639,68.71184,42.91133,78.16917,9.60205,3,6,4,2
10317,44.92801,4.8951,FR,0.0,7.07654,8.35832,12.21644,13.72793,8.82616,13.94008,9.29707,0.08018,48.62775,75.79646,77.1253,67.32164,42.07249,76.99022,90.17758,92.31756,69.5988,36.41642,2.0652,19.07405,12.93176,13.45526,6.42134,10.93924,9.92389,42.24076,46.97047,50.21512,38.89882,41.60018,3,12,13,57
